Site_ID,Country,Biome,Bait_Type,Number_of_Ants,Percent_of_Baits_with_Ants,CountryTotalAntBaitType,Latitude,Longitude,Habitat_type,Elevation,Distance_from_shore,Precipitation,Temperature,Contributor,Site_Details
288,Australia,Temperate seasonal forest,Olive Oil,109,40,277,-37.13,142.366,Low open Eucalyptus forest with shrub layer dominated by Xanthorrhoea australis (Austral grass tree),386,139,831,12.4,A.E. Mart?nez Bauer; G.C. Mart?nez,Grampians National Park. Victoria Australia
288,Australia,Temperate seasonal forest,Salt,0,0,5,-37.13,142.366,Low open Eucalyptus forest with shrub layer dominated by Xanthorrhoea australis (Austral grass tree),386,139,831,12.4,A.E. Mart?nez Bauer; G.C. Mart?nez,Grampians National Park. Victoria Australia
288,Australia,Temperate seasonal forest,Sugar,19,100,181,-37.13,142.366,Low open Eucalyptus forest with shrub layer dominated by Xanthorrhoea australis (Austral grass tree),386,139,831,12.4,A.E. Mart?nez Bauer; G.C. Mart?nez,Grampians National Park. Victoria Australia
288,Australia,Temperate seasonal forest,Water,1,20,29,-37.13,142.366,Low open Eucalyptus forest with shrub layer dominated by Xanthorrhoea australis (Austral grass tree),386,139,831,12.4,A.E. Mart?nez Bauer; G.C. Mart?nez,Grampians National Park. Victoria Australia
289,Australia,Temperate seasonal forest,Amino Acids,2,20,24,-37.647,149.355,Open Eucalyptus forest of species shrub layer composed mainly by Acacia myrtifolia,177,15,1002,14.2,A.E. Mart?nez Bauer; G.C. Mart?nez,Croajingolong National Park. Victoria Australia
289,Australia,Temperate seasonal forest,Cookie,6,60,278,-37.647,149.355,Open Eucalyptus forest of species shrub layer composed mainly by Acacia myrtifolia,177,15,1002,14.2,A.E. Mart?nez Bauer; G.C. Mart?nez,Croajingolong National Park. Victoria Australia
289,Australia,Temperate seasonal forest,Olive Oil,0,0,277,-37.647,149.355,Open Eucalyptus forest of species shrub layer composed mainly by Acacia myrtifolia,177,15,1002,14.2,A.E. Mart?nez Bauer; G.C. Mart?nez,Croajingolong National Park. Victoria Australia
289,Australia,Temperate seasonal forest,Salt,2,20,5,-37.647,149.355,Open Eucalyptus forest of species shrub layer composed mainly by Acacia myrtifolia,177,15,1002,14.2,A.E. Mart?nez Bauer; G.C. Mart?nez,Croajingolong National Park. Victoria Australia
289,Australia,Temperate seasonal forest,Sugar,1,20,181,-37.647,149.355,Open Eucalyptus forest of species shrub layer composed mainly by Acacia myrtifolia,177,15,1002,14.2,A.E. Mart?nez Bauer; G.C. Mart?nez,Croajingolong National Park. Victoria Australia
289,Australia,Temperate seasonal forest,Water,0,0,29,-37.647,149.355,Open Eucalyptus forest of species shrub layer composed mainly by Acacia myrtifolia,177,15,1002,14.2,A.E. Mart?nez Bauer; G.C. Mart?nez,Croajingolong National Park. Victoria Australia
290,Australia,Temperate seasonal forest,Amino Acids,3,40,24,-37.65,149.36,Open Eucalyptus forest of species shrub layer composed mainly by Acacia myrtifolia,177,19,1002,14.2,A.E. Mart?nez Bauer; G.C. Mart?nez,Croajingolong National Park. Victoria Australia
290,Australia,Temperate seasonal forest,Cookie,18,40,278,-37.65,149.36,Open Eucalyptus forest of species shrub layer composed mainly by Acacia myrtifolia,177,19,1002,14.2,A.E. Mart?nez Bauer; G.C. Mart?nez,Croajingolong National Park. Victoria Australia
290,Australia,Temperate seasonal forest,Olive Oil,0,0,277,-37.65,149.36,Open Eucalyptus forest of species shrub layer composed mainly by Acacia myrtifolia,177,19,1002,14.2,A.E. Mart?nez Bauer; G.C. Mart?nez,Croajingolong National Park. Victoria Australia
290,Australia,Temperate seasonal forest,Salt,0,0,5,-37.65,149.36,Open Eucalyptus forest of species shrub layer composed mainly by Acacia myrtifolia,177,19,1002,14.2,A.E. Mart?nez Bauer; G.C. Mart?nez,Croajingolong National Park. Victoria Australia
290,Australia,Temperate seasonal forest,Sugar,36,80,181,-37.65,149.36,Open Eucalyptus forest of species shrub layer composed mainly by Acacia myrtifolia,177,19,1002,14.2,A.E. Mart?nez Bauer; G.C. Mart?nez,Croajingolong National Park. Victoria Australia
290,Australia,Temperate seasonal forest,Water,0,0,29,-37.65,149.36,Open Eucalyptus forest of species shrub layer composed mainly by Acacia myrtifolia,177,19,1002,14.2,A.E. Mart?nez Bauer; G.C. Mart?nez,Croajingolong National Park. Victoria Australia
291,Australia,Temperate seasonal forest,Amino Acids,0,0,24,-37.865,144.215,Low open Eucalyptus forest with shrub layer dominated by Acacia myrtifolia,325,35,723,12.7,A.E. Mart?nez Bauer; G.C. Mart?nez,Brisbane Ranges National Park. Victoria Australia.
291,Australia,Temperate seasonal forest,Cookie,26,40,278,-37.865,144.215,Low open Eucalyptus forest with shrub layer dominated by Acacia myrtifolia,325,35,723,12.7,A.E. Mart?nez Bauer; G.C. Mart?nez,Brisbane Ranges National Park. Victoria Australia.
291,Australia,Temperate seasonal forest,Olive Oil,51,20,277,-37.865,144.215,Low open Eucalyptus forest with shrub layer dominated by Acacia myrtifolia,325,35,723,12.7,A.E. Mart?nez Bauer; G.C. Mart?nez,Brisbane Ranges National Park. Victoria Australia.
291,Australia,Temperate seasonal forest,Salt,3,40,5,-37.865,144.215,Low open Eucalyptus forest with shrub layer dominated by Acacia myrtifolia,325,35,723,12.7,A.E. Mart?nez Bauer; G.C. Mart?nez,Brisbane Ranges National Park. Victoria Australia.
291,Australia,Temperate seasonal forest,Sugar,0,0,181,-37.865,144.215,Low open Eucalyptus forest with shrub layer dominated by Acacia myrtifolia,325,35,723,12.7,A.E. Mart?nez Bauer; G.C. Mart?nez,Brisbane Ranges National Park. Victoria Australia.
291,Australia,Temperate seasonal forest,Water,28,20,29,-37.865,144.215,Low open Eucalyptus forest with shrub layer dominated by Acacia myrtifolia,325,35,723,12.7,A.E. Mart?nez Bauer; G.C. Mart?nez,Brisbane Ranges National Park. Victoria Australia.
292,Australia,Temperate seasonal forest,Amino Acids,0,0,24,-37.87,144.22,Low open Eucalyptus forest with shrub layer dominated by Acacia myrtifolia,325,33,723,12.7,A.E. Mart?nez Bauer; G.C. Mart?nez,Brisbane Ranges National Park. Victoria Australia.
292,Australia,Temperate seasonal forest,Cookie,1,20,278,-37.87,144.22,Low open Eucalyptus forest with shrub layer dominated by Acacia myrtifolia,325,33,723,12.7,A.E. Mart?nez Bauer; G.C. Mart?nez,Brisbane Ranges National Park. Victoria Australia.
292,Australia,Temperate seasonal forest,Olive Oil,0,0,277,-37.87,144.22,Low open Eucalyptus forest with shrub layer dominated by Acacia myrtifolia,325,33,723,12.7,A.E. Mart?nez Bauer; G.C. Mart?nez,Brisbane Ranges National Park. Victoria Australia.
292,Australia,Temperate seasonal forest,Salt,0,0,5,-37.87,144.22,Low open Eucalyptus forest with shrub layer dominated by Acacia myrtifolia,325,33,723,12.7,A.E. Mart?nez Bauer; G.C. Mart?nez,Brisbane Ranges National Park. Victoria Australia.
292,Australia,Temperate seasonal forest,Sugar,11,60,181,-37.87,144.22,Low open Eucalyptus forest with shrub layer dominated by Acacia myrtifolia,325,33,723,12.7,A.E. Mart?nez Bauer; G.C. Mart?nez,Brisbane Ranges National Park. Victoria Australia.
292,Australia,Temperate seasonal forest,Water,0,0,29,-37.87,144.22,Low open Eucalyptus forest with shrub layer dominated by Acacia myrtifolia,325,33,723,12.7,A.E. Mart?nez Bauer; G.C. Mart?nez,Brisbane Ranges National Park. Victoria Australia.
293,Australia,Temperate seasonal forest,Amino Acids,4,40,24,-37.801,145.382,Open Eucalyptus forest with a semidominant Ptreidium esculentum {Austral bracken) and Acacia myrtifolia shrub layer,265,36,1097,13.4,A.E. Mart?nez Bauer; G.C. Mart?nez,Dandenong Ranges National park. Victoria Australia.
293,Australia,Temperate seasonal forest,Cookie,4,20,278,-37.801,145.382,Open Eucalyptus forest with a semidominant Ptreidium esculentum {Austral bracken) and Acacia myrtifolia shrub layer,265,36,1097,13.4,A.E. Mart?nez Bauer; G.C. Mart?nez,Dandenong Ranges National park. Victoria Australia.
293,Australia,Temperate seasonal forest,Olive Oil,1,20,277,-37.801,145.382,Open Eucalyptus forest with a semidominant Ptreidium esculentum {Austral bracken) and Acacia myrtifolia shrub layer,265,36,1097,13.4,A.E. Mart?nez Bauer; G.C. Mart?nez,Dandenong Ranges National park. Victoria Australia.
293,Australia,Temperate seasonal forest,Salt,0,0,5,-37.801,145.382,Open Eucalyptus forest with a semidominant Ptreidium esculentum {Austral bracken) and Acacia myrtifolia shrub layer,265,36,1097,13.4,A.E. Mart?nez Bauer; G.C. Mart?nez,Dandenong Ranges National park. Victoria Australia.
293,Australia,Temperate seasonal forest,Sugar,17,40,181,-37.801,145.382,Open Eucalyptus forest with a semidominant Ptreidium esculentum {Austral bracken) and Acacia myrtifolia shrub layer,265,36,1097,13.4,A.E. Mart?nez Bauer; G.C. Mart?nez,Dandenong Ranges National park. Victoria Australia.
293,Australia,Temperate seasonal forest,Water,0,0,29,-37.801,145.382,Open Eucalyptus forest with a semidominant Ptreidium esculentum {Austral bracken) and Acacia myrtifolia shrub layer,265,36,1097,13.4,A.E. Mart?nez Bauer; G.C. Mart?nez,Dandenong Ranges National park. Victoria Australia.
1,Brazil,Tropical seasonal forest/Savanna,Amino Acids,18,80,222,-23.345996,-51.138344,Secondary old growth forest,511,366,1417,21.1,Baccaro,Brazil 2 - (Baccaro)
1,Brazil,Tropical seasonal forest/Savanna,Cookie,67,100,605,-23.345996,-51.138344,Secondary old growth forest,511,366,1417,21.1,Baccaro,Brazil 2 - (Baccaro)
1,Brazil,Tropical seasonal forest/Savanna,Olive Oil,82,40,2613,-23.345996,-51.138344,Secondary old growth forest,511,366,1417,21.1,Baccaro,Brazil 2 - (Baccaro)
1,Brazil,Tropical seasonal forest/Savanna,Salt,9,80,404,-23.345996,-51.138344,Secondary old growth forest,511,366,1417,21.1,Baccaro,Brazil 2 - (Baccaro)
1,Brazil,Tropical seasonal forest/Savanna,Sugar,56,80,841,-23.345996,-51.138344,Secondary old growth forest,511,366,1417,21.1,Baccaro,Brazil 2 - (Baccaro)
1,Brazil,Tropical seasonal forest/Savanna,Water,0,0,39,-23.345996,-51.138344,Secondary old growth forest,511,366,1417,21.1,Baccaro,Brazil 2 - (Baccaro)
3,Brazil,Tropical seasonal forest/Savanna,Amino Acids,11,80,222,-2.929173,-59.971758,"tropical ""terra-firme"" forest",60,1060,2189,27.2,Baccaro,Brazil
3,Brazil,Tropical seasonal forest/Savanna,Cookie,49,60,605,-2.929173,-59.971758,"tropical ""terra-firme"" forest",60,1060,2189,27.2,Baccaro,Brazil
3,Brazil,Tropical seasonal forest/Savanna,Olive Oil,265,100,2613,-2.929173,-59.971758,"tropical ""terra-firme"" forest",60,1060,2189,27.2,Baccaro,Brazil
3,Brazil,Tropical seasonal forest/Savanna,Salt,7,60,404,-2.929173,-59.971758,"tropical ""terra-firme"" forest",60,1060,2189,27.2,Baccaro,Brazil
3,Brazil,Tropical seasonal forest/Savanna,Sugar,58,100,841,-2.929173,-59.971758,"tropical ""terra-firme"" forest",60,1060,2189,27.2,Baccaro,Brazil
3,Brazil,Tropical seasonal forest/Savanna,Water,1,20,39,-2.929173,-59.971758,"tropical ""terra-firme"" forest",60,1060,2189,27.2,Baccaro,Brazil
60,Brazil,Tropical seasonal forest/Savanna,Amino Acids,5,20,222,3.3675,-61.4383,semideciduous tropical forest,73,491,1641,26.9,Baccaro,Brazil 3 - Baccaro
60,Brazil,Tropical seasonal forest/Savanna,Cookie,39,80,605,3.3675,-61.4383,semideciduous tropical forest,73,491,1641,26.9,Baccaro,Brazil 3 - Baccaro
60,Brazil,Tropical seasonal forest/Savanna,Olive Oil,662,100,2613,3.3675,-61.4383,semideciduous tropical forest,73,491,1641,26.9,Baccaro,Brazil 3 - Baccaro
60,Brazil,Tropical seasonal forest/Savanna,Salt,115,40,404,3.3675,-61.4383,semideciduous tropical forest,73,491,1641,26.9,Baccaro,Brazil 3 - Baccaro
60,Brazil,Tropical seasonal forest/Savanna,Sugar,114,100,841,3.3675,-61.4383,semideciduous tropical forest,73,491,1641,26.9,Baccaro,Brazil 3 - Baccaro
60,Brazil,Tropical seasonal forest/Savanna,Water,0,0,39,3.3675,-61.4383,semideciduous tropical forest,73,491,1641,26.9,Baccaro,Brazil 3 - Baccaro
61,Brazil,Tropical seasonal forest/Savanna,Amino Acids,30,100,222,1.4894,-61.0082,Tropical forest,56,630,1842,27.2,Baccaro,Brazil 4 - Baccaro
61,Brazil,Tropical seasonal forest/Savanna,Cookie,155,100,605,1.4894,-61.0082,Tropical forest,56,630,1842,27.2,Baccaro,Brazil 4 - Baccaro
61,Brazil,Tropical seasonal forest/Savanna,Olive Oil,457,100,2613,1.4894,-61.0082,Tropical forest,56,630,1842,27.2,Baccaro,Brazil 4 - Baccaro
61,Brazil,Tropical seasonal forest/Savanna,Salt,51,100,404,1.4894,-61.0082,Tropical forest,56,630,1842,27.2,Baccaro,Brazil 4 - Baccaro
61,Brazil,Tropical seasonal forest/Savanna,Sugar,94,100,841,1.4894,-61.0082,Tropical forest,56,630,1842,27.2,Baccaro,Brazil 4 - Baccaro
61,Brazil,Tropical seasonal forest/Savanna,Water,8,60,39,1.4894,-61.0082,Tropical forest,56,630,1842,27.2,Baccaro,Brazil 4 - Baccaro
63,Brazil,Tropical seasonal forest/Savanna,Amino Acids,28,60,222,-2.41667,-59.7544,"tropical ""terra-firme"" forest (plateau)",120,1150,2407,26.8,Baccaro,Brazil 6 - Baccaro
63,Brazil,Tropical seasonal forest/Savanna,Cookie,70,100,605,-2.41667,-59.7544,"tropical ""terra-firme"" forest (plateau)",120,1150,2407,26.8,Baccaro,Brazil 6 - Baccaro
63,Brazil,Tropical seasonal forest/Savanna,Olive Oil,203,100,2613,-2.41667,-59.7544,"tropical ""terra-firme"" forest (plateau)",120,1150,2407,26.8,Baccaro,Brazil 6 - Baccaro
63,Brazil,Tropical seasonal forest/Savanna,Salt,92,100,404,-2.41667,-59.7544,"tropical ""terra-firme"" forest (plateau)",120,1150,2407,26.8,Baccaro,Brazil 6 - Baccaro
63,Brazil,Tropical seasonal forest/Savanna,Sugar,72,100,841,-2.41667,-59.7544,"tropical ""terra-firme"" forest (plateau)",120,1150,2407,26.8,Baccaro,Brazil 6 - Baccaro
63,Brazil,Tropical seasonal forest/Savanna,Water,0,0,39,-2.41667,-59.7544,"tropical ""terra-firme"" forest (plateau)",120,1150,2407,26.8,Baccaro,Brazil 6 - Baccaro
164,Brazil,Tropical seasonal forest/Savanna,Amino Acids,2,40,222,-6.052888889,-50.25947222,undisturbed. tropical rain forest,703,705,1919,23.5,Vasoncelos,Para
164,Brazil,Tropical seasonal forest/Savanna,Cookie,37,100,605,-6.052888889,-50.25947222,undisturbed. tropical rain forest,703,705,1919,23.5,Vasoncelos,Para
164,Brazil,Tropical seasonal forest/Savanna,Olive Oil,150,100,2613,-6.052888889,-50.25947222,undisturbed. tropical rain forest,703,705,1919,23.5,Vasoncelos,Para
164,Brazil,Tropical seasonal forest/Savanna,Salt,20,60,404,-6.052888889,-50.25947222,undisturbed. tropical rain forest,703,705,1919,23.5,Vasoncelos,Para
164,Brazil,Tropical seasonal forest/Savanna,Sugar,83,80,841,-6.052888889,-50.25947222,undisturbed. tropical rain forest,703,705,1919,23.5,Vasoncelos,Para
164,Brazil,Tropical seasonal forest/Savanna,Water,5,80,39,-6.052888889,-50.25947222,undisturbed. tropical rain forest,703,705,1919,23.5,Vasoncelos,Para
165,Brazil,Tropical seasonal forest/Savanna,Amino Acids,0,0,222,-17.80138889,-48.68419444,Cerrado (=savannah),1020,731,1440,22.1,Vasoncelos,Goias
165,Brazil,Tropical seasonal forest/Savanna,Cookie,18,60,605,-17.80138889,-48.68419444,Cerrado (=savannah),1020,731,1440,22.1,Vasoncelos,Goias
165,Brazil,Tropical seasonal forest/Savanna,Olive Oil,357,80,2613,-17.80138889,-48.68419444,Cerrado (=savannah),1020,731,1440,22.1,Vasoncelos,Goias
165,Brazil,Tropical seasonal forest/Savanna,Salt,5,60,404,-17.80138889,-48.68419444,Cerrado (=savannah),1020,731,1440,22.1,Vasoncelos,Goias
165,Brazil,Tropical seasonal forest/Savanna,Sugar,185,100,841,-17.80138889,-48.68419444,Cerrado (=savannah),1020,731,1440,22.1,Vasoncelos,Goias
165,Brazil,Tropical seasonal forest/Savanna,Water,2,40,39,-17.80138889,-48.68419444,Cerrado (=savannah),1020,731,1440,22.1,Vasoncelos,Goias
166,Brazil,Tropical seasonal forest/Savanna,Amino Acids,117,80,222,-21.97805556,-47.88377778,Cerrado (=savannah),830,293,1440,19.5,Vasoncelos,Sao Paulo
166,Brazil,Tropical seasonal forest/Savanna,Cookie,17,100,605,-21.97805556,-47.88377778,Cerrado (=savannah),830,293,1440,19.5,Vasoncelos,Sao Paulo
166,Brazil,Tropical seasonal forest/Savanna,Olive Oil,141,80,2613,-21.97805556,-47.88377778,Cerrado (=savannah),830,293,1440,19.5,Vasoncelos,Sao Paulo
166,Brazil,Tropical seasonal forest/Savanna,Salt,78,60,404,-21.97805556,-47.88377778,Cerrado (=savannah),830,293,1440,19.5,Vasoncelos,Sao Paulo
166,Brazil,Tropical seasonal forest/Savanna,Sugar,44,100,841,-21.97805556,-47.88377778,Cerrado (=savannah),830,293,1440,19.5,Vasoncelos,Sao Paulo
166,Brazil,Tropical seasonal forest/Savanna,Water,15,20,39,-21.97805556,-47.88377778,Cerrado (=savannah),830,293,1440,19.5,Vasoncelos,Sao Paulo
167,Brazil,Tropical seasonal forest/Savanna,Amino Acids,11,60,222,-19.29280556,-48.65883333,Dry Forest,800,595,1426,22.4,Vasoncelos,MG
167,Brazil,Tropical seasonal forest/Savanna,Cookie,153,100,605,-19.29280556,-48.65883333,Dry Forest,800,595,1426,22.4,Vasoncelos,MG
167,Brazil,Tropical seasonal forest/Savanna,Olive Oil,296,100,2613,-19.29280556,-48.65883333,Dry Forest,800,595,1426,22.4,Vasoncelos,MG
167,Brazil,Tropical seasonal forest/Savanna,Salt,27,100,404,-19.29280556,-48.65883333,Dry Forest,800,595,1426,22.4,Vasoncelos,MG
167,Brazil,Tropical seasonal forest/Savanna,Sugar,135,100,841,-19.29280556,-48.65883333,Dry Forest,800,595,1426,22.4,Vasoncelos,MG
167,Brazil,Tropical seasonal forest/Savanna,Water,8,60,39,-19.29280556,-48.65883333,Dry Forest,800,595,1426,22.4,Vasoncelos,MG
180,Cambodia,Tropical seasonal forest/Savanna,Amino Acids,1,20,11,12.00471,103.2024,selectively logged forest,560,46,2488,24.4,A.S.Suarez; B. Wills,
180,Cambodia,Tropical seasonal forest/Savanna,Cookie,164,100,281,12.00471,103.2024,selectively logged forest,560,46,2488,24.4,A.S.Suarez; B. Wills,
180,Cambodia,Tropical seasonal forest/Savanna,Olive Oil,320,80,440,12.00471,103.2024,selectively logged forest,560,46,2488,24.4,A.S.Suarez; B. Wills,
180,Cambodia,Tropical seasonal forest/Savanna,Salt,51,60,83,12.00471,103.2024,selectively logged forest,560,46,2488,24.4,A.S.Suarez; B. Wills,
180,Cambodia,Tropical seasonal forest/Savanna,Sugar,143,100,397,12.00471,103.2024,selectively logged forest,560,46,2488,24.4,A.S.Suarez; B. Wills,
180,Cambodia,Tropical seasonal forest/Savanna,Water,99,40,104,12.00471,103.2024,selectively logged forest,560,46,2488,24.4,A.S.Suarez; B. Wills,
181,Cambodia,Tropical seasonal forest/Savanna,Amino Acids,10,40,11,12.150661,103.19118,secondary forest,525,48,2278,24.4,A.S.Suarez; B. Wills,
181,Cambodia,Tropical seasonal forest/Savanna,Cookie,117,60,281,12.150661,103.19118,secondary forest,525,48,2278,24.4,A.S.Suarez; B. Wills,
181,Cambodia,Tropical seasonal forest/Savanna,Olive Oil,120,60,440,12.150661,103.19118,secondary forest,525,48,2278,24.4,A.S.Suarez; B. Wills,
181,Cambodia,Tropical seasonal forest/Savanna,Salt,32,60,83,12.150661,103.19118,secondary forest,525,48,2278,24.4,A.S.Suarez; B. Wills,
181,Cambodia,Tropical seasonal forest/Savanna,Sugar,254,100,397,12.150661,103.19118,secondary forest,525,48,2278,24.4,A.S.Suarez; B. Wills,
181,Cambodia,Tropical seasonal forest/Savanna,Water,5,80,104,12.150661,103.19118,secondary forest,525,48,2278,24.4,A.S.Suarez; B. Wills,
182,Cambodia,Tropical rainforest,Amino Acids,12,80,12,11.88546,103.07561,edge of open meadow and selectively logged forest,475,26,3037,25.1,A.S.Suarez; B. Wills,
182,Cambodia,Tropical rainforest,Cookie,288,80,288,11.88546,103.07561,edge of open meadow and selectively logged forest,475,26,3037,25.1,A.S.Suarez; B. Wills,
182,Cambodia,Tropical rainforest,Olive Oil,270,60,270,11.88546,103.07561,edge of open meadow and selectively logged forest,475,26,3037,25.1,A.S.Suarez; B. Wills,
182,Cambodia,Tropical rainforest,Salt,94,100,94,11.88546,103.07561,edge of open meadow and selectively logged forest,475,26,3037,25.1,A.S.Suarez; B. Wills,
182,Cambodia,Tropical rainforest,Sugar,607,80,607,11.88546,103.07561,edge of open meadow and selectively logged forest,475,26,3037,25.1,A.S.Suarez; B. Wills,
182,Cambodia,Tropical rainforest,Water,0,0,0,11.88546,103.07561,edge of open meadow and selectively logged forest,475,26,3037,25.1,A.S.Suarez; B. Wills,
203,Canada,Woodland/Shrubland,Amino Acids,0,0,0,46.41666667,-63.15,bayberry/rosa shrub,1,1,1098,5.8,Ellison,BrackleyDunes
203,Canada,Woodland/Shrubland,Cookie,37,80,37,46.41666667,-63.15,bayberry/rosa shrub,1,1,1098,5.8,Ellison,BrackleyDunes
203,Canada,Woodland/Shrubland,Olive Oil,1,20,1,46.41666667,-63.15,bayberry/rosa shrub,1,1,1098,5.8,Ellison,BrackleyDunes
203,Canada,Woodland/Shrubland,Salt,0,0,0,46.41666667,-63.15,bayberry/rosa shrub,1,1,1098,5.8,Ellison,BrackleyDunes
203,Canada,Woodland/Shrubland,Sugar,141,80,141,46.41666667,-63.15,bayberry/rosa shrub,1,1,1098,5.8,Ellison,BrackleyDunes
203,Canada,Woodland/Shrubland,Water,1,20,1,46.41666667,-63.15,bayberry/rosa shrub,1,1,1098,5.8,Ellison,BrackleyDunes
12,Costa Rica,Tropical rainforest,Amino Acids,14,40,14,10.25,-84,Tropical forest,50,80,3917,23.9,McGlynn,La Selva
12,Costa Rica,Tropical rainforest,Cookie,3,60,3,10.25,-84,Tropical forest,50,80,3917,23.9,McGlynn,La Selva
12,Costa Rica,Tropical rainforest,Olive Oil,59,60,59,10.25,-84,Tropical forest,50,80,3917,23.9,McGlynn,La Selva
12,Costa Rica,Tropical rainforest,Salt,22,40,22,10.25,-84,Tropical forest,50,80,3917,23.9,McGlynn,La Selva
12,Costa Rica,Tropical rainforest,Sugar,2,40,2,10.25,-84,Tropical forest,50,80,3917,23.9,McGlynn,La Selva
12,Costa Rica,Tropical rainforest,Water,0,0,0,10.25,-84,Tropical forest,50,80,3917,23.9,McGlynn,La Selva
183,Costa Rica,Tropical seasonal forest/Savanna,Amino Acids,0,0,6,10.77988889,-85.6625,Dry forest near mangrove,6,1,1683,25.6,C.S. Moreau,
183,Costa Rica,Tropical seasonal forest/Savanna,Cookie,23,80,112,10.77988889,-85.6625,Dry forest near mangrove,6,1,1683,25.6,C.S. Moreau,
183,Costa Rica,Tropical seasonal forest/Savanna,Olive Oil,316,100,1950,10.77988889,-85.6625,Dry forest near mangrove,6,1,1683,25.6,C.S. Moreau,
183,Costa Rica,Tropical seasonal forest/Savanna,Salt,42,20,48,10.77988889,-85.6625,Dry forest near mangrove,6,1,1683,25.6,C.S. Moreau,
183,Costa Rica,Tropical seasonal forest/Savanna,Sugar,153,100,532,10.77988889,-85.6625,Dry forest near mangrove,6,1,1683,25.6,C.S. Moreau,
183,Costa Rica,Tropical seasonal forest/Savanna,Water,0,0,31,10.77988889,-85.6625,Dry forest near mangrove,6,1,1683,25.6,C.S. Moreau,
184,Costa Rica,Tropical seasonal forest/Savanna,Amino Acids,3,40,6,10.84288889,-85.61588889,Dry forest,293,9,1724,24.9,C.S. Moreau,
184,Costa Rica,Tropical seasonal forest/Savanna,Cookie,33,60,112,10.84288889,-85.61588889,Dry forest,293,9,1724,24.9,C.S. Moreau,
184,Costa Rica,Tropical seasonal forest/Savanna,Olive Oil,495,100,1950,10.84288889,-85.61588889,Dry forest,293,9,1724,24.9,C.S. Moreau,
184,Costa Rica,Tropical seasonal forest/Savanna,Salt,3,20,48,10.84288889,-85.61588889,Dry forest,293,9,1724,24.9,C.S. Moreau,
184,Costa Rica,Tropical seasonal forest/Savanna,Sugar,119,100,532,10.84288889,-85.61588889,Dry forest,293,9,1724,24.9,C.S. Moreau,
184,Costa Rica,Tropical seasonal forest/Savanna,Water,30,40,31,10.84288889,-85.61588889,Dry forest,293,9,1724,24.9,C.S. Moreau,
268,Costa Rica,Tropical seasonal forest/Savanna,Amino Acids,3,20,6,10.83,-85.62,Old secondary-growth tropical dry forest,290,7,1737,25.1,EG Pringle,Santa Rosa
268,Costa Rica,Tropical seasonal forest/Savanna,Cookie,56,40,112,10.83,-85.62,Old secondary-growth tropical dry forest,290,7,1737,25.1,EG Pringle,Santa Rosa
268,Costa Rica,Tropical seasonal forest/Savanna,Olive Oil,1139,60,1950,10.83,-85.62,Old secondary-growth tropical dry forest,290,7,1737,25.1,EG Pringle,Santa Rosa
268,Costa Rica,Tropical seasonal forest/Savanna,Salt,3,40,48,10.83,-85.62,Old secondary-growth tropical dry forest,290,7,1737,25.1,EG Pringle,Santa Rosa
268,Costa Rica,Tropical seasonal forest/Savanna,Sugar,260,60,532,10.83,-85.62,Old secondary-growth tropical dry forest,290,7,1737,25.1,EG Pringle,Santa Rosa
268,Costa Rica,Tropical seasonal forest/Savanna,Water,1,20,31,10.83,-85.62,Old secondary-growth tropical dry forest,290,7,1737,25.1,EG Pringle,Santa Rosa
243,Czech Republic,Woodland/Shrubland,Amino Acids,0,0,13,48.95322,14.5926,3-4 m in the forest (near edge) along a side of a natural meadow. dominant trees: spruce. pine. oak. birch.,481,363,769,7.6,KilmesPech,The South Bohemia. Ohrazen?
243,Czech Republic,Woodland/Shrubland,Cookie,9,80,173,48.95322,14.5926,3-4 m in the forest (near edge) along a side of a natural meadow. dominant trees: spruce. pine. oak. birch.,481,363,769,7.6,KilmesPech,The South Bohemia. Ohrazen?
243,Czech Republic,Woodland/Shrubland,Olive Oil,0,0,8,48.95322,14.5926,3-4 m in the forest (near edge) along a side of a natural meadow. dominant trees: spruce. pine. oak. birch.,481,363,769,7.6,KilmesPech,The South Bohemia. Ohrazen?
243,Czech Republic,Woodland/Shrubland,Salt,0,0,6,48.95322,14.5926,3-4 m in the forest (near edge) along a side of a natural meadow. dominant trees: spruce. pine. oak. birch.,481,363,769,7.6,KilmesPech,The South Bohemia. Ohrazen?
243,Czech Republic,Woodland/Shrubland,Sugar,4,60,383,48.95322,14.5926,3-4 m in the forest (near edge) along a side of a natural meadow. dominant trees: spruce. pine. oak. birch.,481,363,769,7.6,KilmesPech,The South Bohemia. Ohrazen?
243,Czech Republic,Woodland/Shrubland,Water,0,0,4,48.95322,14.5926,3-4 m in the forest (near edge) along a side of a natural meadow. dominant trees: spruce. pine. oak. birch.,481,363,769,7.6,KilmesPech,The South Bohemia. Ohrazen?
244,Czech Republic,Woodland/Shrubland,Amino Acids,0,0,13,48.955,14.5889,approx. 200m in the forest. dominant trees: spruce. pine. oak. birch.,494,361,769,7.6,KilmesPech,The South Bohemia. Ohrazen?
244,Czech Republic,Woodland/Shrubland,Cookie,30,60,173,48.955,14.5889,approx. 200m in the forest. dominant trees: spruce. pine. oak. birch.,494,361,769,7.6,KilmesPech,The South Bohemia. Ohrazen?
